page_url,image_url,alt_text,usage_context
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-e-services-focus-topic-1-810x380.jpg,E-services focus topic 1,feature
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-e-services-focus-topic-2-810x380.jpg,E-services focus topic 2,feature
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/visual-automated-attendant-tree-480x-en-web.png,Visual Automated Attendant - Tree,product
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnitouch-contact-center-photo-4c-480x480-all-web.png,OmniTouch Contact Center Product,product
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnipcx-record-suite-1-photo-4c-480x480-all-web.png,OmniPCX Record Suite 1 Product,product
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ip-desktop-softphone-laptop-480x480-product-showcase.png,IP Desktop Softphone on laptop Product,product
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-connect-thumbnail-480-480.png,ALE Connect thumbnail,product
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/customer-satisfaction-main-blog-image-402x226.jpg,customer satisfaction,feature
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/hybrid-ccaas-blog-callout-v2.jpg,A woman working on her laptop,feature
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/everything-as-a-service-xaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/converged-everthing-aas-solution-1140x600-banner.jpg,Three persons in a work environment,hero
https://www.al-enterprise.com/en/solutions/everything-as-a-service-xaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/converged-everthing-aas-solution-810x340-banner.jpg,Converged everything aas solution banner,feature
https://www.al-enterprise.com/en/solutions/everything-as-a-service-xaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/everything-as-a-service-xaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/everything-as-a-service-xaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/everything-as-a-service-xaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/everything-as-a-service-xaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/hybrid-workplace-header-l2-3-1440x280-72dpi.jpg,hybrid workplace web head banner,hero
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/hybrid-digital-workplace-v1.jpg,Hybrid work environment,feature
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/rainbow-logo-cmyk-black-text-white-bckgd-double-product-showcase-image-480x480.png,Rainbow logo product showcase,product
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnitouch-contact-center-photo-4c-480x480-all-web.png,OmniTouch Contact Center Product,product
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/oxe-purple-thumbnail-480x480.png,OXE Purple thumbnail,product
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/oxo-connect-evolution-f-480x480-product-showcase.png,OXO Connect Evolution front view,product
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ip-desktop-softphone-laptop-480x480-product-showcase.png,IP Desktop Softphone on laptop Product,product
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-20h-deskphone-product-image-480x480-f-web.png,ALE 20h deskphone product,product
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-connect-thumbnail-480-480.png,ALE Connect thumbnail,product
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/3-keys-to-the-digital-workplace-blog-image-402x226.jpg,a group of people looking at a computer screen together,feature
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/navigating-digital-workplace-blog-preview-image-600x250.jpg,a woman with her hands on her chin,feature
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/blog-header-v2-web.jpg,Blog 1200x299,feature
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/computer-rainbow-chat-web-focus-topic-image-810x540-web.jpg,a person using a laptop,feature
https://www.al-enterprise.com/en/solutions/hybrid-workplace,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/digital-dividends-page-header-image-1440x600.jpg,a woman with a tablet,hero
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/digital-dividends-solution-image-810x540.jpg,a group of people in a modern office,feature
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-connect-thumbnail-480-480.png,ALE Connect thumbnail,product
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-20h-deskphone-product-image-480x480-f-web.png,ALE 20h deskphone product,product
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ales-pc-android-iphone-480x480-product-showcase.png,ALE softphone mobile desktop,product
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/oxe-purple-480x480-v2.png,OXE Purple thumbnail,product
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-cirrus-3screens-480x480.png,Omnivista Cirrus product,product
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-network-advisor-image-v6.jpg,OmniVista Network Advisor AI-based network ops companion,product
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/rainbow-logo-cmyk-black-text-white-bckgd-double-product-showcase-image-480x480.png,Rainbow logo product showcase,product
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/visual-automated-attendant-tree-480x-en-web.png,Visual Automated Attendant - Tree,product
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/hr-digital-challenges-main-blog1-image-402x226.jpg,a woman in front of a computer screen,feature
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/hr-digital-challenges-main-blog2-image-402x226.jpg,a man and woman sitting at a table,feature
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/hr-digital-challenges-main-blog3-image-402x226.jpg,a man wearing headphones and sitting at a desk with a laptop,feature
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/customer-satisfaction-main-blog-image-402x226.jpg,customer satisfaction,feature
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-public.svg,Globe icon,icon
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-touch-app.svg,Touch app icon,icon
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-call.svg,Phone call icon,icon
https://www.al-enterprise.com/en/solutions/digital-dividends,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-forum.svg,Forum chat icon,icon
https://www.al-enterprise.com/en/solutions/digital-age-networking,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-digital-age-networking-homepage-header-l2-l3-1440x600.jpg,Digital Age Networking header,hero
https://www.al-enterprise.com/en/solutions/digital-age-networking,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-digital-age-networking-focus-topic-1-810x340.jpg,Digital Age Networking focus topic,feature
https://www.al-enterprise.com/en/solutions/digital-age-networking,https://web-assets.al-enterprise.com/-/media/assets/internet/images/healthcare-communications-blog-image-402x226.jpg,Doctors walking in hallway,feature
https://www.al-enterprise.com/en/solutions/digital-age-networking,https://web-assets.al-enterprise.com/-/media/assets/internet/images/blog-template-image-402-226.jpg,a group of people standing together,feature
https://www.al-enterprise.com/en/solutions/digital-age-networking,https://web-assets.al-enterprise.com/-/media/assets/internet/images/public-safety-blog-image-402x226.jpg,Crowd on busy city street,feature
https://www.al-enterprise.com/en/solutions/digital-age-networking,https://web-assets.al-enterprise.com/-/media/assets/internet/images/five-must-dos-for-wifi7-migration-ebook-blog-image-402x226.jpg,a man and a woman looking at a phone,feature
https://www.al-enterprise.com/en/solutions/digital-age-networking,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-cirrus-3screens-480x480.png,Omnivista Cirrus product,product
https://www.al-enterprise.com/en/solutions/digital-age-networking,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-9912-l-t-354x384.png,OmniSwitch OS9912 Modular LAN chassis front left view,product
https://www.al-enterprise.com/en/solutions/digital-age-networking,https://web-assets.al-enterprise.com/-/media/assets/internet/images/os6900-v48c8-t-l-480x480-v2.png,OS6900 v48c8 product,product
https://www.al-enterprise.com/en/solutions/digital-age-networking,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-6865-u12x-left-480x480-product-showcase.png,OmniSwitch 6865 u12x product,product
https://www.al-enterprise.com/en/solutions/digital-age-networking,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-6860e-p48-left-4c-480x480-product-showcase.png,OmniSwitch 6860e p48 Product,product
https://www.al-enterprise.com/en/solutions/digital-age-networking,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/blogs-future-of-business-part-1-header-l2-l3-web.jpg,a group of people standing next to each other,hero
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-automomous-network-focus-topic-1-810x380.jpg,Autonomous network focus topic,feature
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-cirrus-3screens-480x480.png,Omnivista Cirrus product,product
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-2500-network-management-system-480x480-product-showcase.png,OmniVista 2500 Network Management System,product
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-9912-l-t-354x384.png,OmniSwitch OS9912 Modular LAN chassis front left view,product
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/os6900v48c8-t-l-480x480-v2.png,OS6900 v48c8 product,product
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-6865-u12x-left-480x480-product-showcase.png,OmniSwitch 6865 u12x product,product
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-6860e-p48-left-4c-480x480-product-showcase.png,OmniSwitch 6860e p48 Product,product
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-6560-p24z8-front-480x480-product-showcase.png,OmniSwitch 6560 p24z8 front,product
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-6465t-12-tf-480x480-product-showcase.png,OmniSwitch 6465T 12 top front,product
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/os6465-p6-photo-front-lft-4c-480-480-all.png,Front left view of OmniSwitch OS6465-p6,product
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-6360-48-tf-480x480.png,OmniSwitch 6360-48,product
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-2360-p48x-product-image-l-480x480.png,OmniSwitch 2360 P48x product,product
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-2260-10-product-image-r-480x480.png,OmniSwitch 2260 10 product,product
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniaccess-wireless-ap1232-front-480x480.png,OmniAccess AP1232 front,product
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/iot-device-fingerprinting-blog-image-402x226.jpg,Finger on touchscreen for security,feature
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/blog-template-image-402-226.jpg,a group of people standing together,feature
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/blog-header-v2-web.jpg,Blog 1200x299,feature
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/blog-pageheader-1200x299-healthcare5.jpg,Blog pageheader Healthcare,feature
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-public.svg,Globe icon,icon
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-touch-app.svg,Touch app icon,icon
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-call.svg,Phone call icon,icon
https://www.al-enterprise.com/en/solutions/autonomous-network,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-forum.svg,Forum chat icon,icon
https://www.al-enterprise.com/en/solutions/data-center,https://web-assets.al-enterprise.com/-/media/assets/internet/images/data-centre-racks-v2.jpg,a room with computers and people,hero
https://www.al-enterprise.com/en/solutions/data-center,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-data-center-focus-topic-1-810x340.jpg,man working in a data center,feature
https://www.al-enterprise.com/en/solutions/data-center,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-cirrus-3screens-480x480.png,Omnivista Cirrus product,product
https://www.al-enterprise.com/en/solutions/data-center,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-2500-virtual-machine-manager-480x480-v2.png,OmniVista 2500 Virtual Machine Manager,product
https://www.al-enterprise.com/en/solutions/data-center,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-9912-l-t-354x384.png,OmniSwitch OS9912 Modular LAN chassis front left view,product
https://www.al-enterprise.com/en/solutions/data-center,https://web-assets.al-enterprise.com/-/media/assets/internet/images/os6900v48c8tl-480x480-v2.png,OS6900 v48c8 product,product
https://www.al-enterprise.com/en/solutions/data-center,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-6865-u12x-left-480x480-product-showcase.png,OmniSwitch 6865 u12x product,product
https://www.al-enterprise.com/en/solutions/data-center,https://web-assets.al-enterprise.com/-/media/assets/internet/images/oxe-purple-480x480-v2.png,OXE Purple thumbnail,product
https://www.al-enterprise.com/en/solutions/data-center,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-20h-deskphone-product-image-480x480-f-web.png,ALE 20h deskphone product,product
https://www.al-enterprise.com/en/solutions/data-center,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/hybrid-pol,https://web-assets.al-enterprise.com/-/media/assets/internet/images/data-centre-racks-v2.jpg,Hybrid POL Header,hero
https://www.al-enterprise.com/en/solutions/hybrid-pol,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-hybrid-pol-focus-topic-1-810x340-web.jpg,Hybrid POL focus topic,feature
https://www.al-enterprise.com/en/solutions/hybrid-pol,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/hybrid-pol,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/hybrid-pol,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/hybrid-pol,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/hybrid-pol,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/hybrid-pol,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-public.svg,Globe icon,icon
https://www.al-enterprise.com/en/solutions/hybrid-pol,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-touch-app.svg,Touch app icon,icon
https://www.al-enterprise.com/en/solutions/hybrid-pol,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-call.svg,Phone call icon,icon
https://www.al-enterprise.com/en/solutions/hybrid-pol,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-forum.svg,Forum chat icon,icon
https://www.al-enterprise.com/en/solutions/industrial-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/industrial-networks-header-image-v1.jpg,Energy/utility plant with two workers in hard hats,hero
https://www.al-enterprise.com/en/solutions/industrial-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-industrial-networks-focus-topic-1-810x340.jpeg,transmission tower worker on phone,feature
https://www.al-enterprise.com/en/solutions/industrial-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ap1360-480x480.png,Wi-Fi 6 IP67 outdoor access point,product
https://www.al-enterprise.com/en/solutions/industrial-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/os6465-p6-photo-front-lft-4c-480-480-all.png,Front left view of OmniSwitch OS6465-p6,product
https://www.al-enterprise.com/en/solutions/industrial-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-6465t-12-tf-480x480-product-showcase.png,OmniSwitch 6465T 12 top front,product
https://www.al-enterprise.com/en/solutions/industrial-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-6865-u12x-left-480x480-product-showcase.png,OmniSwitch 6865 u12x product,product
https://www.al-enterprise.com/en/solutions/industrial-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-cirrus-3screens-480x480.png,Omnivista Cirrus product,product
https://www.al-enterprise.com/en/solutions/industrial-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/roadside-fire-blog-image.jpg,A roadside fire,feature
https://www.al-enterprise.com/en/solutions/industrial-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/taa-compliant-banner-402x226.jpg,TAA compliant logo,feature
https://www.al-enterprise.com/en/solutions/industrial-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/mission-critical-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-unified-access-homepage-header-l2-l3-1440x600.jpg,a man and a woman looking at a laptop,hero
https://www.al-enterprise.com/en/solutions/mission-critical-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-mission-critical-networks-focus-topic-1-810x340.jpg,Shortest Path Bridging networks diagram,feature
https://www.al-enterprise.com/en/solutions/mission-critical-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-9912-l-t-354x384.png,OmniSwitch OS9912 Modular LAN chassis front left view,product
https://www.al-enterprise.com/en/solutions/mission-critical-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/os6900v48c8tl-480x480-v2.png,OS6900 v48c8 product,product
https://www.al-enterprise.com/en/solutions/mission-critical-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-6865-u12x-left-480x480-product-showcase.png,OmniSwitch 6865 u12x product,product
https://www.al-enterprise.com/en/solutions/mission-critical-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-6860e-p48-left-4c-480x480-product-showcase.png,OmniSwitch 6860e p48 Product,product
https://www.al-enterprise.com/en/solutions/mission-critical-networks,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/omnifabric,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-digital-age-networking-homepage-header-l2-l3-1440x600.jpg,background pattern,hero
https://www.al-enterprise.com/en/solutions/omnifabric,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-omnifabric-focus-topic-1-810x340.jpeg,Male and female maintenance engineers examining data on digital tablet in server room,feature
https://www.al-enterprise.com/en/solutions/omnifabric,https://web-assets.al-enterprise.com/-/media/assets/internet/images/cta-button-spacewalkers-thumbnail-200x100.jpg,Join the Spacewalkers Community,icon
https://www.al-enterprise.com/en/solutions/omnifabric,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/omnifabric,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/omnifabric,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/omnifabric,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/omnifabric,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/optical-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-unified-access-homepage-header-l2-l3-1440x600.jpg,a man and a woman looking at a laptop,hero
https://www.al-enterprise.com/en/solutions/optical-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-optical-solutions-focus-topic-1-810x340.jpeg,optical fiber cables on keyboard,feature
https://www.al-enterprise.com/en/solutions/optical-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/optical-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/optical-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/optical-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/optical-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/optical-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-public.svg,Globe icon,icon
https://www.al-enterprise.com/en/solutions/optical-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-touch-app.svg,Touch app icon,icon
https://www.al-enterprise.com/en/solutions/optical-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-call.svg,Phone call icon,icon
https://www.al-enterprise.com/en/solutions/optical-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-forum.svg,Forum chat icon,icon
https://www.al-enterprise.com/en/solutions/sd-wan,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-unified-access-homepage-header-l2-l3-1440x600.jpg,a man and a woman looking at a laptop,hero
https://www.al-enterprise.com/en/solutions/sd-wan,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-sd-wan-focus-topic-1-810x340.jpeg,a woman looking at a screen,feature
https://www.al-enterprise.com/en/solutions/sd-wan,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ap1311-product-image-f-480x480.png,OmniAccess Stellar WLAN AP1311 product image front,product
https://www.al-enterprise.com/en/solutions/sd-wan,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ap1320-2-480x480.png,Wi-Fi 6 IP67 outdoor access point,product
